Cluster 0:Cartoon     Character  Cluster
    564                      owl        5
    460                   parrot        5
    749                   rabbit        5
    732     witness (teddy bear)        5
    509                     bear        5
    323                  peacock        5
    587                     deer        5
    712                     toad        5
    378 rabbit in pirate costume        5
    750                    sheep        5
    341                    geese        5
    204                      rat        5
    228                  raccoon        5
    228                 squirrel        5
    564                     owls        5
    134                    robot        5

Cluster 6:Cartoon      Character  Cluster
    373    businessman        6
     47    businessman        6
    324    businessman        6
    762    businessman        6
    627    businessman        6
    758    businessman        6
    534    businessman        6
    113    businessman        6
    447    businessman        6
    369    businessman        6
     26    businessman        6
    742    businessman        6
    353    businessman        6
    217    businessman        6
    344    businessmen        6
     27    businessman        6
    692    businessman        6
    411    businessman        6
    153    businessman        6
    446    businessman        6
    450    businessman        6
    427    businessman        6
    431    businessman        6
     93    businessman        6
    173    businessman        6
    221    businessman        6
     11    businessman        6
    372    businessman        6
    237    businessman        6
    545    businessman        6
    400    businessman        6
    142    businessman        6
    154    businessman        6
    553    businessman        6
    314    businessman        6
    569    businessman        6
    210    businessman        6
     36    businessman        6
    363    businessman        6
    733    businessman        6
     57    businessman        6
    318    businessman        6
    359    businessman        6
    420 businessperson        6
    498    businessman        6
    533    businessman        6
     95    businessman        6
    159    businessman        6
    266    businessman        6
    246    businessman        6
    495    businessman        6
    138    businessman        6
    196    businessman        6
    339    businessman        6
    155    businessman        6
    143    businessman        6
    513    businessman        6
    544    businessman        6
    584    businessmen        6
    204    businessman        6
     75    businessman        6
    592    businessman        6
     22 businessperson        6
    195    businessman        6
    101    businessman        6

Cluster 7:Cartoon                    Character  Cluster
    723               sound engineer        7
    689                       knight        7
    148                sumo wrestler        7
    148         native tribal person        7
    148                       knight        7
     10                        clown        7
    365                      mobster        7
    365                      sheriff        7
    670                      cyclist        7
    559                       sailor        7
    430                      matador        7
    575                       knight        7
    164                  firefighter        7
    406                      plumber        7
    685                  woman hiker        7
    390                     musician        7
    200                 receptionist        7
    715                    bartender        7
    646                   male hiker        7
    646                 female hiker        7
    703                       waiter        7
    187                        thief        7
    754                  firefighter        7
    240                       dancer        7
    240                     musician        7
    186             religious leader        7
    702                       barber        7
     89                   lion tamer        7
    578                       waiter        7
    606                     co-pilot        7
    368                 motorcyclist        7
    554                    bartender        7
    153             group of workers        7
    542                    gentleman        7
    165             military officer        7
    165                      soldier        7
      1                    scientist        7
    221                      workman        7
    221                     musician        7
     11              baseball player        7
    260                       pirate        7
    688             military officer        7
    115                       knight        7
    512                 delivery boy        7
    416                 psychologist        7
    178                    bartender        7
    528                    presenter        7
    314                    bartender        7
    656                     musician        7
    343                roman soldier        7
    713               police officer        7
    181                archaeologist        7
    494             football players        7
    725                       archer        7
    621                       knight        7
    461             airline employee        7
    524                       knight        7
    533                    scientist        7
    421                      barista        7
    134                   smartphone        7
    122               police officer        7
    175           futuristic soldier        7
    749                     magician        7
     56                    scientist        7
    362                        skier        7
    335                       jockey        7
    266          construction worker        7
    636          construction worker        7
    636                       sailor        7
    374                      speaker        7
    661                       skater        7
     37               court reporter        7
    211                    astronaut        7
    704                       waiter        7
    657                        skier        7
    342 complaints department worker        7
     76                       archer        7
    196                    scientist        7
    694                     musician        7
    339                    superhero        7
    155                       knight        7
    440              baseball player        7
    728                    sunbather        7
    397              baseball player        7
    397              baseball umpire        7
    114                    lifeguard        7
    114                      swimmer        7
    245                       surfer        7
    479                   politician        7
    479                      catcher        7
     63                       dancer        7
    711                      catcher        7
    711                       umpire        7
    711                    spectator        7
    654                       waiter        7
    316                      cyclist        7
    228                      sheriff        7
    697                       pirate        7
    697                    astronaut        7
    414                     salesman        7
    443          construction worker        7

Cluster 8:Cartoon Character  Cluster
    522       boy        8
    426     child        8
    758       boy        8
    502    adults        8
    739       boy        8
    742     child        8
    353  teenager        8
    240     child        8
    597     child        8
    128      girl        8
    407    adults        8
    558     adult        8
    558      baby        8
     11       boy        8
     77       boy        8
     16     child        8
    158     child        8
    339       boy        8
    480     child        8
    414       boy        8

Cluster 9:Cartoon    Character  Cluster
    631         chef        9
    365    detective        9
    220       doctor        9
     51       lawyer        9
     51        judge        9
    144 psychiatrist        9
    742         chef        9
    129       doctor        9
     71       doctor        9
    353        nurse        9
    353       doctor        9
     30       doctor        9
     30    detective        9
    651       doctor        9
    606        pilot        9
    535       driver        9
    364    detective        9
    197        pilot        9
    660       doctor        9
    230       driver        9
    748         chef        9
    732       lawyer        9
    548        pilot        9
    724       author        9
    231       doctor        9
     37        judge        9
     37     attorney        9
    207       doctor        9
    250       doctor        9
    179       doctor        9
    642         chef        9
    382        pilot        9

Cluster 10:Cartoon          Character  Cluster
    666            patient       10
    365        elderly man       10
    349           customer       10
    758        elder woman       10
    758             person       10
    200             person       10
    345    deceased person       10
    353            patient       10
    387             person       10
    535          passenger       10
    309             person       10
      1             person       10
    427 blindfolded person       10
     11      elderly woman       10
    260             person       10
    688             person       10
    683             person       10
    617             people       10
    752        elderly man       10
    752      elderly woman       10
    334          passenger       10
    363           employee       10
    573            patient       10
    572             person       10
    374    deceased person       10
    180             person       10
    704           customer       10
    707             person       10
      8     elderly person       10
    414           customer       10

Cluster 11:Cartoon         Character  Cluster
     31 man wiping window       11
    352     window washer       11
    738     groundskeeper       11
    325          explorer       11
    637     groundskeeper       11
    358             mover       11
    697          explorer       11
    358             mover       11

Cluster 12:Cartoon    Character  Cluster
    148       wizard       12
    148        devil       12
    312         lion       12
    596        witch       12
    580         king       12
     89         lion       12
    692       dragon       12
    470        ghost       12
    165         king       12
    519       hunter       12
    729         king       12
    729        queen       12
    251        angel       12
    590       dragon       12
    139         lion       12
     41        witch       12
    226 alien doctor       12
     94        angel       12
    620        angel       12
    118        angel       12
    600        alien       12
    483        angel       12
     21       hunter       12

Cluster 13:Cartoon           Character  Cluster
    365               horse       13
    575               horse       13
    514              cowboy       13
    514             cowgirl       13
    169      mexican cowboy       13
    692               horse       13
    718               horse       13
    626               horse       13
     11 man with cowboy hat       13
    705              cowboy       13
    322              cowboy       13
     99              cowboy       13
    253              cowboy       13
    480              cowboy       13

Cluster 14:Cartoon            Character  Cluster
    723                  dog       14
    723                  cat       14
    762                mouse       14
    758                  car       14
    447                  dog       14
    447                  cat       14
    386                  dog       14
    191                  cat       14
     66                  cat       14
    128                  dog       14
    391                  dog       14
     46                  dog       14
    667                mouse       14
    142                  dog       14
    744                  dog       14
    586                  dog       14
    640                  cat       14
    640 mouse riding the cat       14
    640                mouse       14
    375                  cat       14
     41                  cat       14
    162                  dog       14
    342                  cat       14
    600                  dog       14
    196                mouse       14
    102                  dog       14
    750                  dog       14
    438                  cat       14

Cluster 15:Cartoon                  Character  Cluster
    735             groom figurine       15
    735             bride figurine       15
    172               moai statues       15
     84                 winged man       15
    502    man's face on billboard       15
    579                crowned cat       15
    611                   gargoyle       15
     31       anthropomorphic bull       15
    581           religious figure       15
    190                bull statue       15
    503                santa claus       15
    329          dinosaur skeleton       15
    145             giant creature       15
    427              zombie couple       15
    671             woolly mammoth       15
    380                   giraffes       15
    590             humanoid birds       15
    206                    centaur       15
    752       anthropomorphic book       15
    318              giant chicken       15
    123      anthropomorphized cow       15
      6 anthropomorphic number six       15
    354       man dressed as plant       15
    315                      giant       15
     63               seated woman       15
    678                    giraffe       15

